"","catch.date","person","species","PIT.tag","length","mass","age.class","sex","repro","air.temp","zscore.mass","zscore.length","zscore.max"
"4495",2021-04-18,"CRH, RR","rattlesnake","989001005710861",85.1,338,"adult","male",NA,"27.2",1.58186490050623,1.5571169391848,1.58186490050623
"4496",2021-04-18,"CRH, RR","rattlesnake","982091065199792",54.8,74,"adult","female","nongravid","27.2",0.881038218015909,0.108348845606715,0.881038218015909
"4497",2021-04-18,"CRH, RR","rattlesnake","982091065199790",48.9,71,"sub.adult","male",NA,"27.2",0.90902575345366,0.432647463767438,0.90902575345366
"4498",2021-04-18,"CRH, RR","rattlesnake","982091065199863",79.7,66,"sub.adult","female","nongravid","27.2",0.955671645849913,1.26030125476651,1.26030125476651
"4499",2021-04-18,"CRH, RR","rattlesnake","982091062751303",37.6,32,"juvenile","male",NA,"27.2",1.27286371414443,1.05376176634645,1.27286371414443
"4500",2021-04-18,"CRH, RR","rattlesnake","982091065199803",60.4,147,"adult","female","gravid","31.9",0.20000818903062,0.199460012308548,0.20000818903062
"4501",2021-04-18,"CRH, RR","rattlesnake","982091065199855",59.3,157,"adult","female","gravid","31.9",0.106716404238114,0.138997558075192,0.138997558075192
"4502",2021-04-18,"CRH, RR","rattlesnake","900254000955832",78.7,278,"adult","female","nongravid","31.9",1.0221141917512,1.20533538728164,1.20533538728164
"4503",2021-04-18,"CRH, RR","rattlesnake","982091065199857",85.5,347,"adult","male",NA,"27.5",1.66582750681949,1.57910328617874,1.66582750681949
"4505",2021-04-19,"CRH, NJB","rattlesnake","982091065199836",29.1,16,"neonate","male",NA,"20.8",1.42213056981244,1.52097163996783,1.52097163996783
"4506",2021-04-19,"CRH, NJB","rattlesnake","982091065199851",43.5,50,"juvenile","female","nongravid","20.8",1.10493850151792,0.729463148185727,1.10493850151792
"4507",2021-04-19,"CRH, NJB","rattlesnake","982091065199842",41.7,54,"juvenile","male",NA,"24.3",1.06762178760092,0.82840170965849,1.06762178760092
"4508",2021-04-20,"CRH, SNG","rattlesnake","989001005710865",72.6,255,"adult","male",NA,"23.1",0.807543086728438,0.870043595623941,0.870043595623941
"4509",2021-04-20,"CRH, SNG","rattlesnake","982091065199862",69.9,175,"adult","male",NA,"23.1",0.0612088083883955,0.721635753414797,0.721635753414797
"4510",2021-04-20,"CRH, SNG","rattlesnake","989001004384289",65.4,129,"adult","female","postpartum","23.1",0.367933401657129,0.47428934973289,0.47428934973289
"4511",2021-04-20,"CRH, SNG","rattlesnake","989002009110458",46,69,"sub.adult","male",NA,"23.1",0.927684110412161,0.592048479473556,0.927684110412161
"4512",2021-04-20,"CRH, SNG","rattlesnake","982091065199800",28.8,15,"neonate","female","nongravid","23.1",1.43145974829169,1.53746140021329,1.53746140021329
"4513",2021-04-20,"CRH, SNG","rattlesnake","982091065199858",39.7,42,"juvenile","female","nongravid","23.1",1.17957192935193,0.938333444628227,1.17957192935193
"4514",2021-04-20,"CRH, SNG","rattlesnake","982091065199814",37.4,33,"juvenile","female","nongravid","24.2",1.26353453566518,1.06475493984342,1.26353453566518
"4515",2021-04-21,"CRH, SNG","rattlesnake","982091065199811",31.6,25,"neonate","male",NA,"23.8",1.33816796349918,1.38355697125566,1.38355697125566
"4516",2021-04-21,"CRH, SNG","rattlesnake","982091062751171",42.3,49,"juvenile","male",NA,"23.8",1.11426767999717,0.795422189167569,1.11426767999717
"4517",2021-04-21,"CRH, SNG","rattlesnake","982091065199864",70.1,189,"adult","male",NA,"23.8",0.191817307097903,0.73262892691177,0.73262892691177
"4518",2021-04-21,"CRH, SNG","rattlesnake","982091062751334",79.8,352,"adult","male",NA,"23.8",1.71247339921574,1.26579784151499,1.71247339921574
"4519",2021-04-21,"CRH, SNG","rattlesnake","989001006782102",61.4,153,"adult","male",NA,"27.7",0.144033118155116,0.254425879793416,0.254425879793416
"4521",2021-04-21,"CRH, SNG","rattlesnake","982091065199794",37.1,30,"juvenile","male",NA,"27.7",1.29152207110293,1.08124470008888,1.29152207110293
"4522",2021-04-21,"CRH, SNG","rattlesnake","982091065199824",28.3,15,"neonate","male",NA,"27.7",1.43145974829169,1.56494433395573,1.56494433395573
"4523",2021-04-21,"CRH, SNG","rattlesnake","900254000096968",66.8,36,"adult","female","postpartum","27.7",1.23554700022743,0.551241564211705,1.23554700022743
"4524",2021-04-21,"CRH, SNG","rattlesnake","982091062751301",42.3,49,"juvenile","male",NA,"27.7",1.11426767999717,0.795422189167569,1.11426767999717
"4525",2021-04-21,"CRH, SNG","rattlesnake","982091062751282",61.5,65,"adult","female","gravid","27.7",0.965000824329163,0.259922466541903,0.965000824329163
"4526",2021-04-21,"CRH, SNG","rattlesnake","982091065199809",53.2,111,"sub.adult","male",NA,"27.1",0.535858614283639,0.196294233582504,0.535858614283639
"4527",2021-04-22,"CRH, DME","rattlesnake","982091065199813",42.2,53,"juvenile","female","nongravid","18.5",1.07695096608017,0.800918775916056,1.07695096608017
"4528",2021-04-22,"CRH, DME","rattlesnake","982091065199782",43.5,50,"juvenile","male",NA,"18.5",1.10493850151792,0.729463148185727,1.10493850151792
"4529",2021-04-22,"CRH, DME","rattlesnake","989002009619487",45,48,"sub.adult","female","nongravid","18.5",1.12359685847642,0.647014346958425,1.12359685847642
"4530",2021-04-22,"CRH, DME","rattlesnake","982091065199844",31,20,"neonate","female","nongravid","20.7",1.38481385589544,1.41653649174658,1.41653649174658
"4531",2021-04-22,"CRH, DME","rattlesnake","982126057821577",50.7,84,"sub.adult","female","nongravid","20.7",0.787746433223403,0.333708902294675,0.787746433223403
"4532",2021-04-22,"CRH, DME","rattlesnake","989001006650697",57.1,121,"adult","male",NA,"22.8",0.442566829491133,0.0180726496084822,0.442566829491133
"4534",2021-04-23,"CRH, DME","rattlesnake","982091065199784",31.3,25,"neonate","male",NA,"19.8",1.33816796349918,1.40004673150112,1.40004673150112
"4535",2021-04-23,"CRH, DME","rattlesnake","982091065199788",52.4,120,"sub.adult","male",NA,"19.8",0.451896007970384,0.240266927570399,0.451896007970384
"4536",2021-04-23,"CRH, DME","rattlesnake","982126057821579",56.7,108,"adult","female","nongravid","19.8",0.56384614972139,0.00391369738546509,0.56384614972139
"4537",2021-04-23,"CRH, DME","rattlesnake","982126057821492",58.3,136,"adult","male",NA,"19.8",0.302629152302375,0.0840316905903239,0.302629152302375
"4538",2021-04-23,"CRH, DME","rattlesnake","982091065199840",41.9,68,"juvenile","male",NA,"19.8",0.937013288891412,0.817408536161517,0.937013288891412
"4539",2021-04-23,"CRH, DME","rattlesnake","989001006650743",73,228,"adult","male",NA,"19.8",0.555655267788674,0.892029942617889,0.892029942617889
"4540",2021-04-23,"CRH, DME","rattlesnake","989001006650748",71.7,216,"adult","male",NA,"19.8",0.443705126037667,0.82057431488756,0.82057431488756
"4541",2021-04-23,"CRH, DME","rattlesnake","989001006650703",69.5,249,"adult","male",NA,"19.8",0.751568015852935,0.699649406420849,0.751568015852935
"4542",2021-04-23,"CRH, DME","rattlesnake","982091065199818",51.9,84,"sub.adult","male",NA,"19.8",0.787746433223403,0.267749861312833,0.787746433223403
"4543",2021-04-23,"CRH, DME","rattlesnake","982091065199780",52.1,106,"sub.adult","female","nongravid","26",0.582504506679892,0.25675668781586,0.582504506679892
"4544",2021-04-23,"CRH, DME","rattlesnake","982091065199852",29.9,16,"neonate","female","nongravid","22.8",1.42213056981244,1.47699894597994,1.47699894597994
"4545",2021-04-26,"CRH, SNG","rattlesnake","4C3D426D05",67.8,297,"adult","female","gravid","18.6",1.19936858285696,0.606207431696573,1.19936858285696
"4546",2021-04-26,"CRH, SNG","rattlesnake","982091065199848",49.6,85,"sub.adult","male",NA,"18.6",0.778417254744153,0.39417135652803,0.778417254744153
"4547",2021-04-26,"CRH, SNG","rattlesnake","982091065199845",27.6,18,"neonate","female","nongravid","24.2",1.40347221285394,1.60342044119513,1.60342044119513
"4549",2021-04-26,"CRH, SNG","rattlesnake","982000407484149",72.3,285,"adult","male",NA,"23.2",1.08741844110595,0.853553835378481,1.08741844110595
"4550",2021-04-27,"CRH, SNG","rattlesnake","982091065199779",28.2,19,"neonate","male",NA,"19.2",1.39414303437469,1.57044092070421,1.57044092070421
"4551",2021-04-27,"CRH, SNG","rattlesnake","982091065199874",29.1,NA,"neonate","female","nongravid","24",NA,1.52097163996783,1.52097163996783
"4552",2021-04-29,"CRH, MRM","rattlesnake","982091065199799",29.2,17,"neonate","female","nongravid","16.8",1.41280139133319,1.51547505321934,1.51547505321934
"4555",2021-05-01,"CRH, AAW","rattlesnake","982091065199781",51.7,22,"sub.adult","male",NA,"23.6",1.36615549893694,0.278743034809807,1.36615549893694
"4556",2021-05-01,"CRH, AAW","rattlesnake","982091065199795",46.7,50,"sub.adult","male",NA,"23.6",1.10493850151792,0.553572372234148,1.10493850151792
"4557",2021-05-01,"CRH, AAW","rattlesnake","982091065199825",40.9,43,"juvenile","male",NA,"23.6",1.17024275087268,0.872374403646385,1.17024275087268
"4558",2021-05-01,"CRH, AAW","rattlesnake","982126057821616",68.3,188,"adult","male",NA,"23.6",0.182488128618652,0.633690365439007,0.633690365439007
"4559",2021-05-01,"CRH, AAW","rattlesnake","982091065199822",49.7,91,"sub.adult","female","nongravid","18.9",0.722442183868649,0.388674769779543,0.722442183868649
"4560",2021-05-02,"CRH, AAW","rattlesnake","982091065199807",74.7,243,"adult","male",NA,"24.9",0.695592944977432,0.985471917342165,0.985471917342165
"4561",2021-05-02,"CRH, AAW","rattlesnake","982091062751298",93.6,472,"adult","male",NA,"24.9",2.8319748167258,2.02432681280618,2.8319748167258
"4565",2021-05-02,"CRH, AAW","rattlesnake","982091065199837",64.9,143,"adult","female","postpartum","23.8",0.237324902947622,0.446806415990455,0.446806415990455
"4568",2021-05-03,"CRH, RR","rattlesnake","989001004384259",64.9,241,"adult","female","gravid","16.6",0.676934588018931,0.446806415990455,0.676934588018931
"4569",2021-05-03,"CRH, RR","rattlesnake","982091065199868",34.3,25,"juvenile","female","nongravid","23.5",1.33816796349918,1.23514912904652,1.33816796349918
"4570",2021-05-04,"CRH, AAW","rattlesnake","982091065199787",39.9,35,"juvenile","male",NA,"23.3",1.24487617870668,0.927340271131253,1.24487617870668
"4573",2021-05-05,"CRH, AAW","rattlesnake","989001006650676",63.2,181,"adult","male",NA,"25",0.117183879263899,0.353364441266179,0.353364441266179
"4574",2021-05-05,"CRH, AAW","rattlesnake","982091065199827",30.3,20,"neonate","female","nongravid","25.4",1.38481385589544,1.45501259898599,1.45501259898599
"4577",2021-05-06,"CRH, AAW","rattlesnake","982091065199831",50.1,82,"sub.adult","male",NA,"25.8",0.806404790181904,0.366688422785596,0.806404790181904
"4579",2021-05-09,"CRH, AAW","rattlesnake","982091065199830",30.1,16,"neonate","male",NA,"16.5",1.42213056981244,1.46600577248296,1.46600577248296
"4580",2021-05-09,"CRH, AAW","rattlesnake","982091065199808",46.4,66,"sub.adult","female","nongravid","20.6",0.955671645849913,0.570062132479609,0.955671645849913
"4584",2021-05-10,"CRH, AAW","rattlesnake","982091065199832",62.3,222,"adult","female","gravid","24.9",0.499680196913171,0.303895160529797,0.499680196913171
"4585",2021-05-10,"CRH, AAW","rattlesnake","989001005040872",65.5,270,"adult","female","gravid","22.5",0.947480763917196,0.479785936481376,0.947480763917196
"4586",2021-05-10,"CRH, AAW","rattlesnake","982091065199804",33,21,"juvenile","male",NA,"21.5",1.37548467741619,1.30660475677684,1.37548467741619
"4587",2021-05-10,"CRH, AAW","rattlesnake","456D5D4E38",79.2,365,"adult","male",NA,"21.5",1.833752719446,1.23281832102407,1.833752719446
"4588",2021-05-11,"CRH, MC","rattlesnake","982091065199796",43.3,63,"juvenile","female","nongravid","17.6",0.983659181287664,0.740456321682701,0.983659181287664
"4589",2021-05-11,"CRH, MC","rattlesnake","982091065199870",45.6,67,"juvenile","male",NA,"21.2",0.946342467370662,0.614034826467504,0.946342467370662
"4592",2021-05-13,"CRH, AAW","rattlesnake","982091065199872",46.7,68,"juvenile","male",NA,"19.4",0.937013288891412,0.553572372234148,0.937013288891412
"4601",2021-05-13,"CRH, AAW","rattlesnake","989001006782061",55.3,100,"adult","female","nongravid","31.9",0.638479577555395,0.0808659118642811,0.638479577555395
"4602",2021-05-14,"CRH, AAW","rattlesnake","982091065199791",59.9,129,"adult","female","nongravid","28.8",0.367933401657129,0.171977078566113,0.367933401657129
"4605",2021-05-15,"FRED","rattlesnake","989001006650703",69.9,292,"adult","male",NA,"UNKNOWN",1.15272269046071,0.721635753414797,1.15272269046071
"4606",2021-05-15,"CASEY","rattlesnake","982091065199860",27.9,12,"neonate","female","nongravid","UNKNOWN",1.45944728372944,1.58693068094967,1.58693068094967
"4607",2021-05-17,"JOHN","rattlesnake","471E4C7926",83.7,308,"adult","male",NA,"UNKNOWN",1.30198954612872,1.48016472470598,1.48016472470598
"4609",2021-05-17,"JOHN","rattlesnake","0A13677552",67,185,"adult","female","nongravid","UNKNOWN",0.154500593180901,0.562234737708679,0.562234737708679
"4610",2021-05-21,"CRH, AAW","rattlesnake","989001006782009",54.1,130,"adult","female","gravid","17",0.358604223177879,0.146824952846123,0.358604223177879
"4614",2021-05-25,"MC","rattlesnake","4C3C174412",62.2,190,"adult","female","nongravid","UNKNOWN",0.201146485577154,0.298398573781311,0.298398573781311
"4617",2021-05-26,"CRH, AAW, KFM","rattlesnake","4462123422",67.9,323,"adult","female","gravid","21.3",1.44192722331747,0.61170401844506,1.44192722331747
"4618",2021-05-26,"CRH, AAW, KFM","rattlesnake","900254001832773",75.3,287,"adult","male",NA,"21.3",1.10607679806446,1.01845143783309,1.10607679806446
"4620",2021-05-26,"CRH, AAW, KFM","rattlesnake","982091065199793",29.1,11,"neonate","male",NA,"29.2",1.46877646220869,1.52097163996783,1.52097163996783
"4621",2021-05-27,"CRH, AAW","rattlesnake","982091065199789",28.3,14,"neonate","male",NA,"18.5",1.44078892677094,1.56494433395573,1.56494433395573
"4623",2021-05-28,"CRH, AAW","rattlesnake","982091065199849",25.4,10,"neonate","male",NA,"21.8",1.47810564068794,1.72434534966184,1.72434534966184
"4624",2021-05-28,"CRH, AAW","rattlesnake","982091065199816",27.2,10,"neonate","male",NA,"23.2",1.47810564068794,1.62540678818908,1.62540678818908
"4628",2021-06-01,"CRH, AAW, MC","rattlesnake","982091065199617",63.4,210,"adult","female","gravid","34.6",0.387730055162164,0.364357614763153,0.387730055162164
"4629",2021-06-01,"CRH, AAW, MC","rattlesnake","982091065199641",59.8,200,"adult","female","gravid","38.5",0.294438270369659,0.166480491817626,0.294438270369659
"4630",2021-06-02,"CRH, AAW","rattlesnake","982091065199624",36.2,29,"juvenile","female","nongravid","18",1.30085124958218,1.13071398082527,1.30085124958218
"4631",2021-06-01,"CRH, AAW","rattlesnake","989001006782101",71.7,219,"adult","female","nongravid","UNKNOWN",0.471692661475419,0.82057431488756,0.82057431488756
"4632",2021-06-03,"CRH, AAW","rattlesnake","982091065199632",50.6,111,"sub.adult","male",NA,"26.5",0.535858614283639,0.339205489043162,0.535858614283639
"4633",2021-06-03,"JOHN","rattlesnake","982091065198601",26,12,"neonate","female","nongravid","UNKNOWN",1.45944728372944,1.69136582917092,1.69136582917092
"4634",2021-06-04,"CRH, RR","rattlesnake","0A180D5F7F",65,242,"adult","female","gravid","22.3",0.686263766498181,0.452303002738942,0.686263766498181
"4635",2021-06-04,"CRH, RR","rattlesnake","4C3C072C42",63.5,253,"adult","female","gravid","22.3",0.788884729769937,0.369854201511639,0.788884729769937
"4636",2021-06-05,"CASEY","rattlesnake","982091065199656",26.8,12,"neonate","male",NA,"UNKNOWN",1.45944728372944,1.64739313518303,1.64739313518303
"4637",2021-06-04,"CASEY","rattlesnake","982091062751615",65.2,213,"adult","male",NA,"UNKNOWN",0.415717590599916,0.463296176235916,0.463296176235916
"4638",2021-06-08,"CRH, KFM","rattlesnake","982091065198583",57.2,151,"adult","female","gravid","15.6",0.162691475113617,0.0235692363569691,0.162691475113617
"4641",2021-06-10,"CRH, AAW","rattlesnake","989001006112858",74.4,289,"adult","male",NA,"19.6",1.12473515502296,0.968982157096705,1.12473515502296
"4642",2021-06-10,"CRH, AAW","rattlesnake","0A13654B29",66.2,247,"adult","female","gravid","25.4",0.732909658894434,0.518262043720784,0.732909658894434
"4643",2021-06-10,"CRH, AAW","rattlesnake","982091065199637",59.4,206,"adult","female","gravid","25.4",0.350413341245162,0.144494144823679,0.350413341245162
"4644",2021-06-10,"CRH, AAW","rattlesnake","982091065198593",62.2,232,"adult","female","gravid","25.4",0.592971981705676,0.298398573781311,0.592971981705676
"4645",2021-06-10,"CRH, AAW","rattlesnake","4C3C007903",69.3,309,"adult","female","gravid","25.4",1.31131872460797,0.688656232923876,1.31131872460797
"4647",2021-06-14,"CRH, AAW","rattlesnake","982091065199643",44.6,79,"sub.adult","female","nongravid","22.1",0.834392325619656,0.669000693952372,0.834392325619656
"4648",2021-06-14,"CRH, AAW","rattlesnake","982091065199664",44.2,72,"sub.adult","female","nongravid","24.9",0.89969657497441,0.690987040946319,0.89969657497441
"4649",2021-06-14,"CRH, AAW","rattlesnake","989001005710899",64.2,200,"adult","female","gravid","24.9",0.294438270369659,0.408330308751047,0.408330308751047
"4650",2021-06-16,"CRH, AAW","rattlesnake","982091065198577",53.8,125,"adult","female","nongravid","26.6",0.405250115574131,0.163314713091584,0.405250115574131
"4651",2021-06-16,"CRH, AAW","rattlesnake","982091065199630",41.3,49,"juvenile","male",NA,"26.6",1.11426767999717,0.850388056652438,1.11426767999717
"4653",2021-06-18,"CRH, AAW","rattlesnake","982091065199620",55.1,117,"adult","female","nongravid","21.6",0.479883543408136,0.0918590853612545,0.479883543408136
"4654",2021-06-19,"CRH, VOLUNTEERS","rattlesnake","989001006782047",58.7,249,"adult","female","gravid","23.9",0.751568015852935,0.106018037584272,0.751568015852935
"4655",2021-06-19,"CRH, VOLUNTEERS","rattlesnake","982091065199628",51.3,126,"sub.adult","male",NA,"23.9",0.395920937094881,0.300729381803754,0.395920937094881
"4656",2021-06-19,"CRH, VOLUNTEERS","rattlesnake","982126057821521",58.1,152,"adult","male",NA,"23.9",0.153362296634367,0.0730385170933505,0.153362296634367
"4659",2021-06-20,"CASEY","rattlesnake","982091065199610",29.3,12,"juvenile","female","nongravid","UNKNOWN",1.45944728372944,1.50997846647086,1.50997846647086
"4660",2021-06-22,"CASEY","rattlesnake","982091065199606",27.1,13,"neonate","female","nongravid","UNKNOWN",1.45011810525019,1.63090337493757,1.63090337493757
"4661",2021-06-24,"CRH, AAW","rattlesnake","982091065199636",31.1,17,"neonate","male",NA,"29.6",1.41280139133319,1.41103990499809,1.41280139133319
"4665",2021-06-25,"CRH, AAW","rattlesnake","989001006650723",77,274,"adult","male",NA,"27.2",0.984797477834198,1.11189341255736,1.11189341255736
"4666",2021-06-26,"FRED","rattlesnake","989001004384241",68.5,233,"adult","female","nongravid","UNKNOWN",0.602301160184927,0.644683538935981,0.644683538935981
"4667",2021-06-26,"CRH, AAW","rattlesnake","982091065198600",43.8,51,"juvenile","male",NA,"27.9",1.09560932303867,0.712973387940267,1.09560932303867
"4668",2021-06-28,"CASEY","rattlesnake","982091065199649",54.6,111,"adult","male",NA,"UNKNOWN",0.535858614283639,0.119342019103689,0.535858614283639
"4669",2021-06-29,"CRH, KFM","rattlesnake","982091065198589",51,107,"sub.adult","male",NA,"31.1",0.573175328200641,0.317219142049215,0.573175328200641
"4670",2021-06-29,"CRH, KFM","rattlesnake","982091065199609",65.3,179,"adult","female","nongravid","31.1",0.0985255223053976,0.468792762984402,0.468792762984402
"4671",2021-06-29,"CRH, KFM","rattlesnake","982091062751271",61.6,185,"adult","female","nongravid","25.7",0.154500593180901,0.26541905329039,0.26541905329039
"4672",2021-06-29,"CRH, KFM","rattlesnake","989001006650703",69.3,263,"adult","male",NA,"25.7",0.882176514562443,0.688656232923876,0.882176514562443
"4675",2021-07-01,"CRH, AAW","rattlesnake","982091062751350",61,174,"adult","female","nongravid","27.6",0.0518796299091449,0.232439532799469,0.232439532799469
"4676",2021-07-02,"CRH, AAW","rattlesnake","989001006650682",62.1,156,"adult","female","nongravid","32.1",0.116045582717365,0.292901987032824,0.292901987032824
"4677",2021-07-02,"CRH, AAW","rattlesnake","982091062751185",51,91,"sub.adult","male",NA,"27.6",0.722442183868649,0.317219142049215,0.722442183868649
"4678",2021-07-03,"CRH, RR","rattlesnake","4C13334106",60.9,212,"adult","female","nongravid","29.8",0.406388412120665,0.226942946050982,0.406388412120665
"4680",2021-07-06,"CRH, AAW","rattlesnake","982091065199639",29.8,18,"neonate","male",NA,"29.2",1.40347221285394,1.48249553272842,1.48249553272842
"4681",2021-07-06,"CRH, AAW","rattlesnake","982091062751580",76.5,308,"adult","male",NA,"30.6",1.30198954612872,1.08441047881493,1.30198954612872
"4682",2021-07-12,"CRH, AAW","rattlesnake","982091065199607",50.1,77,"sub.adult","female","nongravid","23.2",0.853050682578157,0.366688422785596,0.853050682578157
"4683",2021-07-12,"CRH, AAW","rattlesnake","982126057821533",74.1,240,"adult","male",NA,"34.3",0.66760540953968,0.952492396851244,0.952492396851244
"4684",2021-07-13,"CRH, AAW","rattlesnake","989001005040905",74.2,285,"adult","male",NA,"32.5",1.08741844110595,0.957988983599731,1.08741844110595
"4685",2021-07-13,"CRH, AAW","rattlesnake","0A180D5F62",78.4,355,"adult","male",NA,"32.5",1.74046093465349,1.18884562703618,1.74046093465349
"4686",2021-07-13,"CRH, AAW","rattlesnake","982126057821613",57.8,145,"adult","female","nongravid","28",0.218666545989121,0.0565487568478898,0.218666545989121
"4687",2021-07-14,"CRH, AAW","rattlesnake","989001005040892",76.1,332,"adult","male",NA,"32.8",1.52588982963073,1.06242413182098,1.52588982963073
"4688",2021-07-14,"CRH, AAW","rattlesnake","982091065199623",55.8,160,"adult","female","nongravid","33",0.0787288688003625,0.0533829781218469,0.0787288688003625
"4689",2021-07-14,"CRH, AAW","rattlesnake","989001006650765",60.1,150,"adult","female","nongravid","33",0.172020653592868,0.182970252063087,0.182970252063087
"4690",2021-07-14,"CRH, AAW","rattlesnake","982091065199627",50.4,131,"sub.adult","female","nongravid","33",0.349275044698628,0.350198662540136,0.350198662540136
"4691",2021-07-14,"CRH, AAW","rattlesnake","982091065198584",50.1,112,"sub.adult","male",NA,"33",0.526529435804388,0.366688422785596,0.526529435804388
"4692",2021-07-14,"CRH, AAW","rattlesnake","982091065199672",60.4,170,"adult","male",NA,"30.6",0.0145629159921428,0.199460012308548,0.199460012308548
"4693",2021-07-14,"CRH, AAW","rattlesnake","982091065199613",72.7,273,"adult","male",NA,"30.6",0.975468299354948,0.875540182372428,0.975468299354948
"4694",2021-07-15,"CRH, AAW","rattlesnake","982091065199657",58.5,149,"adult","male",NA,"30.6",0.181349832072118,0.0950248640872978,0.181349832072118
"4695",2021-07-15,"CRH, AAW","rattlesnake","989001004384320",70.4,226,"adult","male",NA,"32.5",0.536996910830173,0.749118687157231,0.749118687157231
"4696",2021-07-15,"CRH, AAW","rattlesnake","982126057821612",76.6,268,"adult","male",NA,"32.5",0.928822406958695,1.08990706556341,1.08990706556341
"4697",2021-07-15,"CRH, AAW","rattlesnake","982091062751637",64.3,204,"adult","male",NA,"32.5",0.331754984286661,0.413826895499534,0.413826895499534
"4698",2021-07-15,"CRH, AAW","rattlesnake","982091065199644",55.6,100,"adult","female","nongravid","29",0.638479577555395,0.0643761516188203,0.638479577555395
"4700",2021-07-16,"JOHN","rattlesnake","989001005710924",75.1,263,"adult","male",NA,"UNKNOWN",0.882176514562443,1.00745826433611,1.00745826433611
"4704",2021-07-19,"CRH, RV","rattlesnake","982091065198580",75.9,255,"adult","male",NA,"31.8",0.807543086728438,1.05143095832401,1.05143095832401
"4705",2021-07-25,"CASEY","rattlesnake","4557047572",79.5,362,"adult","male",NA,"UNKNOWN",1.80576518400825,1.24930808126953,1.80576518400825
"4706",2021-07-27,"CRH, AAW","rattlesnake","982126057821603",66.5,219,"adult","male",NA,"29.1",0.471692661475419,0.534751803966244,0.534751803966244
"4707",2021-07-28,"CRH, AAW","rattlesnake","982091065198579",59.7,177,"adult","female","nongravid","28.8",0.0798671653468965,0.16098390506914,0.16098390506914
"4708",2021-07-28,"CRH, AAW","rattlesnake","456D5D4E38",79.2,348,"adult","male",NA,"28.8",1.67515668529874,1.23281832102407,1.67515668529874
"4710",2021-07-30,"CRH, AAW","rattlesnake","989001006782069",62.1,207,"adult","female","nongravid","24.9",0.359742519724413,0.292901987032824,0.359742519724413
"4711",2021-07-30,"CRH, AAW","rattlesnake","982126057821563",63.3,188,"adult","male",NA,"29.5",0.182488128618652,0.358861028014666,0.358861028014666
"4712",2021-07-30,"CRH, AAW","rattlesnake","989001004384248",63.3,203,"adult","female","nongravid","29.8",0.32242580580741,0.358861028014666,0.358861028014666
"4713",2021-07-30,"CRH, AAW","rattlesnake","989001006650758",83.3,403,"adult","male",NA,"29.8",2.18826150165752,1.45817837771203,2.18826150165752
"4714",2021-07-30,"JASON","rattlesnake","982091065199645",65.1,180,"adult","male",NA,"UNKNOWN",0.107854700784648,0.457799589487428,0.457799589487428
"4715",2021-07-30,"JASON","rattlesnake","982091065199622",30.5,37,"juvenile","female","nongravid","UNKNOWN",1.22621782174818,1.44401942548902,1.44401942548902
"4716",2021-08-03,"CRH, RV","rattlesnake","982091065199633",71.3,260,"adult","male",NA,"23.9",0.854188979124691,0.798587967893612,0.854188979124691
"4718",2021-08-06,"CRH, AAW","rattlesnake","982091065199603",36.3,38,"juvenile","male",NA,"29.5",1.21688864326893,1.12521739407678,1.21688864326893
"4719",2021-08-09,"CRH, AAW","rattlesnake","982126057821617",71.3,282,"adult","male",NA,"23.5",1.0594309056682,0.798587967893612,1.0594309056682
"4720",2021-08-09,"CRH, AAW","rattlesnake","982091065199661",53.3,128,"adult","male",NA,"23.5",0.37726258013638,0.190797646834018,0.37726258013638
"4721",2021-08-10,"CRH, RV","rattlesnake","989001006782039",55.5,122,"adult","female","nongravid","18.4",0.433237651011883,0.0698727383673072,0.433237651011883
"4722",2021-08-10,"CRH, RV","rattlesnake","982091065198590",49.1,117,"sub.adult","male",NA,"22.8",0.479883543408136,0.421654290270465,0.479883543408136
"4723",2021-08-10,"CRH, RV","rattlesnake","989001006650765",61.3,155,"adult","female","nongravid","29",0.125374761196615,0.248929293044929,0.248929293044929
"4724",2021-08-10,"CRH, RV","rattlesnake","982091065199673",66,210,"adult","male",NA,"29",0.387730055162164,0.50726887022381,0.50726887022381
"4726",2021-08-11,"CRH, AAW","rattlesnake","982091065199608",82.6,372,"adult","male",NA,"30.7",1.89905696880075,1.41970227047262,1.89905696880075
"4729",2021-08-12,"CRH, AAW","rattlesnake","982091062751217",71,306,"adult","male",NA,"31.3",1.28333118917022,0.782098207648152,1.28333118917022
"4731",2021-08-14,"JOHN, KALI","rattlesnake","982091065199602",64.5,175,"adult","male",NA,"UNKNOWN",0.0612088083883955,0.424820068996508,0.424820068996508
"4734",2021-08-16,"CRH, AAW","rattlesnake","982091065198599",47.5,77,"sub.adult","female","nongravid","22.4",0.853050682578157,0.509599678246254,0.853050682578157
"4735",2021-08-16,"CRH, AAW","rattlesnake","982091065199634",56.4,132,"adult","male",NA,"23.8",0.339945866219378,0.0204034576309258,0.339945866219378
"4737",2021-08-18,"CRH, AAW","rattlesnake","4549283774",83.3,430,"adult","female","nongravid","22.4",2.44014932059728,1.45817837771203,2.44014932059728
"4738",2021-08-18,"CRH, AAW","rattlesnake","982091065199674",62.8,213,"adult","female","nongravid","22.4",0.415717590599916,0.331378094272231,0.415717590599916
"4739",2021-08-19,"CRH, AAW","rattlesnake","982091065199825",47.2,94,"sub.adult","male",NA,NA,0.694454648430898,0.526089438491714,0.694454648430898
